,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
313,369,PT08M03.00S,2021-07-15T02:35:53.0Z,3,REGULAR,foul,personal,['2freethrow'],203109,,,1610612749,54,59,2021-07-15T02:36:03Z,3630000,,,0,,J. Crowder shooting personal FOUL (3 PF) (Lopez 2 FT),"[203109, 201572]",1610612756,PHX,shooting,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,2004,3,0,Lopez,201572,,,
314,371,PT08M03.00S,2021-07-15T02:36:15.6Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",201572,,,1610612749,55,59,2021-07-15T02:36:15Z,3650000,,,0,,B. Lopez Free Throw 1 of 2 (11 PTS),[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,,Made,11,,,,,,,,,,,,,,,,,,
315,372,PT08M03.00S,2021-07-15T02:36:32.2Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",201572,,,1610612749,56,59,2021-07-15T02:36:32Z,3660000,,,0,,B. Lopez Free Throw 2 of 2 (12 PTS),[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,,Made,12,,,,,,,,,,,,,,,,,,
316,373,PT07M38.00S,2021-07-15T02:36:57.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,80.68331143,62.591911764705884,1610612756,56,61,2021-07-15T02:37:11Z,3670000,63,129,1,right,D. Booker 14' turnaround fadeaway Jump Shot (26 PTS),[1626164],1610612756,PHX,turnaround fadeaway,,,Booker,D. Booker,,,,,14.37,Made,26,,,,,,,,,,,,,,,,,,
317,412,PT07M32.00S,2021-07-15T02:37:04.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203114,14.50394218134035,48.46047794117647,1610612749,56,61,2021-07-15T02:42:47Z,3675000,8,84,1,left,MISS K. Middleton 8' driving Layup - blocked,"[203114, 1629028]",1610612749,MIL,driving,,,Middleton,K. Middleton,,,,,8.42,Missed,,,,,,,,,,,,,,,,,Ayton,1629028,
318,413,PT07M32.00S,2021-07-15T02:37:04.2Z,3,REGULAR,block,,[],1629028,,,1610612749,56,61,2021-07-15T02:42:47Z,3677500,,,0,,D. Ayton BLOCK (2 BLK),[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
319,414,PT07M32.00S,2021-07-15T02:37:04.2Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,56,61,2021-07-15T02:42:47Z,3678750,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:5),[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,412,8,5,3,,,,,,,,,,,
320,374,PT07M28.00S,2021-07-15T02:37:10.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,6.176084099868594,50.497855392156865,1610612749,56,61,2021-07-15T02:44:04Z,3680000,-2,6,1,left,MISS G. Antetokounmpo Layup - blocked,"[203507, 1628969]",1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,0.61,Missed,,,,,,,,,,,,,,,,,Bridges,1628969,
321,375,PT07M28.00S,2021-07-15T02:37:10.6Z,3,REGULAR,block,,[],1628969,,,1610612749,56,61,2021-07-15T02:42:59Z,3690000,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612756,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
322,376,PT07M26.00S,2021-07-15T02:37:12.6Z,3,REGULAR,rebound,defensive,[],203109,,,1610612756,56,61,2021-07-15T02:44:04Z,3700000,,,0,,J. Crowder REBOUND (Off:1 Def:4),[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,374,5,4,1,,,,,,,,,,,
323,377,PT07M24.00S,2021-07-15T02:37:21.1Z,3,REGULAR,foul,personal,[],201572,,,1610612756,56,61,2021-07-15T02:46:42Z,3710000,,,0,,B. Lopez take personal FOUL (3 PF),"[201572, 1628969]",1610612749,MIL,take,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,2714,3,0,Bridges,1628969,,,
324,379,PT07M10.00S,2021-07-15T02:37:42.3Z,3,REGULAR,2pt,Jump Shot,[],1626164,78.44940867279895,66.75857843137256,1610612756,56,63,2021-07-15T02:37:47Z,3730000,84,150,1,right,D. Booker 17' pullup Jump Shot (28 PTS) (D. Ayton 5 AST),"[1626164, 1629028]",1610612756,PHX,pullup,,,Booker,D. Booker,,,,,17.19,Made,28,D. Ayton,1629028,5,,,,,,,,,,,,,,,
325,381,PT06M54.00S,2021-07-15T02:37:58.3Z,3,REGULAR,2pt,Jump Shot,[],203114,22.28975032851511,32.91207107843137,1610612749,58,63,2021-07-15T02:38:02Z,3750000,85,157,1,left,K. Middleton 17' pullup Jump Shot (18 PTS) (G. Antetokounmpo 5 AST),"[203114, 203507]",1610612749,MIL,pullup,,,Middleton,K. Middleton,,,,,17.87,Made,18,G. Antetokounmpo,203507,5,,,,,,,,,,,,,,,
326,383,PT06M29.00S,2021-07-15T02:38:22.9Z,3,REGULAR,3pt,Jump Shot,[],203109,83.49211563731932,96.98988970588235,1610612756,58,63,2021-07-15T02:48:20Z,3770000,235,103,1,right,MISS J. Crowder 25' 3PT,[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
327,384,PT06M29.00S,2021-07-15T02:38:22.9Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,58,63,2021-07-15T02:48:43Z,3780000,,,0,,P. Connaughton REBOUND (Off:0 Def:3),[1626192],1610612749,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,383,3,3,0,,,,,,,,,,,
328,385,PT06M25.00S,2021-07-15T02:38:27.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203507,5.995400788436268,51.294424019607845,1610612749,60,63,2021-07-15T02:38:32Z,3790000,-6,4,1,left,G. Antetokounmpo running DUNK (16 PTS) (J. Holiday 3 AST),"[203507, 201950]",1610612749,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,0.76,Made,16,J. Holiday,201950,3,,,,,,,,,,,,,,,
329,387,PT06M24.00S,2021-07-15T02:38:39.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,60,63,2021-07-15T02:38:39Z,3810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,388,PT06M12.00S,2021-07-15T02:38:55.6Z,3,REGULAR,foul,personal,[],201950,,,1610612756,60,63,2021-07-15T02:39:04Z,3820000,,,0,,J. Holiday personal FOUL (1 PF),"[201950, 1626164]",1610612749,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,1148,1,0,Booker,1626164,,,
331,390,PT06M12.00S,2021-07-15T02:39:05.3Z,3,REGULAR,substitution,out,[],201572,,,1610612756,60,63,2021-07-15T02:39:19Z,3840000,,,0,,SUB out: B. Lopez,[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
332,391,PT06M12.00S,2021-07-15T02:39:05.3Z,3,REGULAR,substitution,in,[],200782,,,1610612756,60,63,2021-07-15T02:39:19Z,3850000,,,0,,SUB in: P. Tucker,[200782],1610612749,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
333,392,PT06M04.00S,2021-07-15T02:39:40.3Z,3,REGULAR,foul,personal,['3freethrow'],200782,,,1610612756,60,63,2021-07-15T02:39:48Z,3860000,,,0,,P. Tucker shooting personal FOUL (4 PF) (Booker 3 FT),"[200782, 1626164]",1610612749,MIL,shooting,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,1148,4,0,Booker,1626164,,,
334,394,PT06M04.00S,2021-07-15T02:40:06.7Z,3,REGULAR,freethrow,1 of 3,[],1626164,,,1610612756,60,63,2021-07-15T02:40:06Z,3880000,,,0,,MISS D. Booker Free Throw 1 of 3,[1626164],1610612756,PHX,,,,Booker,D. Booker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
335,395,PT06M04.00S,2021-07-15T02:40:06.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,60,63,2021-07-15T02:40:06Z,3890000,,,0,,TEAM offensive REBOUND,[],1610612756,PHX,,,,,,,,,,,,,,,,394,,,,,,,,,,,,,,
336,396,PT06M04.00S,2021-07-15T02:40:22.2Z,3,REGULAR,freethrow,2 of 3,[],1626164,,,1610612756,60,64,2021-07-15T02:40:22Z,3900000,,,0,,D. Booker Free Throw 2 of 3 (29 PTS),[1626164],1610612756,PHX,,,,Booker,D. Booker,,,,,,Made,29,,,,,,,,,,,,,,,,,,
337,397,PT06M04.00S,2021-07-15T02:40:34.7Z,3,REGULAR,freethrow,3 of 3,[],1626164,,,1610612756,60,65,2021-07-15T02:40:34Z,3910000,,,0,,D. Booker Free Throw 3 of 3 (30 PTS),[1626164],1610612756,PHX,,,,Booker,D. Booker,,,,,,Made,30,,,,,,,,,,,,,,,,,,
338,398,PT05M53.00S,2021-07-15T02:40:50.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626164,,,1610612749,60,65,2021-07-15T02:41:12Z,3920000,,,0,,D. Booker shooting personal FOUL (4 PF) (Middleton 2 FT),"[1626164, 203114]",1610612756,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,1148,4,0,Middleton,203114,,,
339,400,PT05M53.00S,2021-07-15T02:41:13.7Z,3,REGULAR,freethrow,1 of 2,[],203114,,,1610612749,61,65,2021-07-15T02:41:13Z,3940000,,,0,,K. Middleton Free Throw 1 of 2 (19 PTS),[203114],1610612749,MIL,,,,Middleton,K. Middleton,,,,,,Made,19,,,,,,,,,,,,,,,,,,
340,401,PT05M53.00S,2021-07-15T02:41:16.5Z,3,REGULAR,substitution,out,[],200782,,,1610612749,61,65,2021-07-15T02:41:27Z,3950000,,,0,,SUB out: P. Tucker,[200782],1610612749,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
341,402,PT05M53.00S,2021-07-15T02:41:16.5Z,3,REGULAR,substitution,out,[],1626164,,,1610612749,61,65,2021-07-15T02:41:27Z,3960000,,,0,,SUB out: D. Booker,[1626164],1610612756,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
342,403,PT05M53.00S,2021-07-15T02:41:16.5Z,3,REGULAR,substitution,in,[],1626171,,,1610612749,61,65,2021-07-15T02:41:27Z,3970000,,,0,,SUB in: B. Portis,[1626171],1610612749,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
343,404,PT05M53.00S,2021-07-15T02:41:16.5Z,3,REGULAR,substitution,in,[],1629661,,,1610612749,61,65,2021-07-15T02:41:27Z,3980000,,,0,,SUB in: C. Johnson,[1629661],1610612756,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
344,405,PT05M53.00S,2021-07-15T02:41:42.7Z,3,REGULAR,freethrow,2 of 2,[],203114,,,1610612749,62,65,2021-07-15T02:41:42Z,3990000,,,0,,K. Middleton Free Throw 2 of 2 (20 PTS),[203114],1610612749,MIL,,,,Middleton,K. Middleton,,,,,,Made,20,,,,,,,,,,,,,,,,,,
345,406,PT05M34.00S,2021-07-15T02:42:02.0Z,3,REGULAR,2pt,Jump Shot,[],101108,78.26872536136662,39.03952205882353,1610612756,62,67,2021-07-15T02:42:06Z,4000000,-55,152,1,right,C. Paul 16' fadeaway Jump Shot (4 PTS),[101108],1610612756,PHX,fadeaway,,,Paul,C. Paul,,,,,16.14,Made,4,,,,,,,,,,,,,,,,,,
346,407,PT05M25.00S,2021-07-15T02:42:11.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.389618922470433,53.01011029411765,1610612749,64,67,2021-07-15T02:42:15Z,4010000,-15,8,1,left,G. Antetokounmpo cutting finger roll Layup (18 PTS) (J. Holiday 4 AST),"[203507, 201950]",1610612749,MIL,cutting finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,1.69,Made,18,J. Holiday,201950,4,,,,,,,,,,,,,,,
347,409,PT05M21.00S,2021-07-15T02:42:18.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,64,67,2021-07-15T02:42:18Z,4030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,410,PT05M11.00S,2021-07-15T02:42:32.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],101108,92.98620237,52.76501225490197,1610612756,64,69,2021-07-15T02:42:36Z,4040000,14,13,1,right,C. Paul driving Layup (6 PTS),[101108],1610612756,PHX,driving,,,Paul,C. Paul,,,,,1.92,Made,6,,,,,,,,,,,,,,,,,,
349,411,PT04M59.00S,2021-07-15T02:42:44.1Z,3,REGULAR,2pt,Jump Shot,[],203114,23.52168199737188,51.58547794117647,1610612749,66,69,2021-07-15T02:42:48Z,4050000,-8,169,1,left,K. Middleton 16' pullup Jump Shot (22 PTS),[203114],1610612749,MIL,pullup,,,Middleton,K. Middleton,,,,,16.88,Made,22,,,,,,,,,,,,,,,,,,
350,415,PT04M37.00S,2021-07-15T02:43:09.0Z,3,REGULAR,2pt,Jump Shot,[],101108,74.72076215505913,57.176776960784316,1610612756,66,69,2021-07-15T02:51:08Z,4060000,36,185,1,right,MISS C. Paul 18' pullup Shot,[101108],1610612756,PHX,pullup,,,Paul,C. Paul,,,,,18.85,Missed,,,,,,,,,,,,,,,,,,,
351,416,PT04M36.00S,2021-07-15T02:43:10.0Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,66,69,2021-07-15T02:51:08Z,4070000,,,0,,P. Connaughton REBOUND (Off:0 Def:4),[1626192],1610612749,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,415,4,4,0,,,,,,,,,,,
352,417,PT04M26.00S,2021-07-15T02:43:22.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",101108,,,1610612749,66,69,2021-07-15T02:43:53Z,4080000,,,0,,C. Paul shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[101108, 203507]",1610612756,PHX,shooting,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,2714,3,0,Antetokounmpo,203507,,,
353,419,PT04M26.00S,2021-07-15T02:44:08.7Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,66,69,2021-07-15T02:52:35Z,4105000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
354,420,PT04M26.00S,2021-07-15T02:44:08.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,66,69,2021-07-15T02:52:35Z,4112500,,,0,,TEAM offensive REBOUND,[],1610612749,MIL,,,,,,,,,,,,,,,,419,,,,,,,,,,,,,,
355,425,PT04M26.00S,2021-07-15T02:44:08.7Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,67,69,2021-07-15T02:52:35Z,4116250,,,0,,G. Antetokounmpo Free Throw 2 of 2 (19 PTS),[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,19,,,,,,,,,,,,,,,,,,
356,421,PT04M26.00S,2021-07-15T02:44:10.7Z,3,REGULAR,substitution,out,[],201950,,,1610612756,67,69,2021-07-15T02:52:35Z,4120000,,,0,,SUB out: J. Holiday,[201950],1610612749,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
357,422,PT04M26.00S,2021-07-15T02:44:10.7Z,3,REGULAR,substitution,out,[],1628969,,,1610612756,67,69,2021-07-15T02:52:35Z,4130000,,,0,,SUB out: M. Bridges,[1628969],1610612756,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
358,423,PT04M26.00S,2021-07-15T02:44:10.7Z,3,REGULAR,substitution,in,[],201952,,,1610612756,67,69,2021-07-15T02:52:35Z,4140000,,,0,,SUB in: J. Teague,[201952],1610612749,MIL,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
359,424,PT04M26.00S,2021-07-15T02:44:10.7Z,3,REGULAR,substitution,in,[],1626166,,,1610612756,67,69,2021-07-15T02:52:35Z,4150000,,,0,,SUB in: C. Payne,[1626166],1610612756,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
360,426,PT04M08.00S,2021-07-15T02:44:59.9Z,3,REGULAR,3pt,Jump Shot,[],203109,70.77858081471747,76.53952205882352,1610612756,67,69,2021-07-15T02:51:56Z,4155000,133,222,1,right,MISS J. Crowder 25' 3PT,[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
361,427,PT04M07.00S,2021-07-15T02:45:00.9Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,67,69,2021-07-15T02:51:56Z,4157500,,,0,,K. Middleton REBOUND (Off:0 Def:5),[203114],1610612749,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,426,5,5,0,,,,,,,,,,,
362,428,PT04M00.00S,2021-07-15T02:45:10.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203114,6.176084099868594,57.60569852941176,1610612749,67,69,2021-07-15T02:45:16Z,4190000,-38,6,1,left,MISS K. Middleton driving Layup - blocked,"[203114, 203109]",1610612749,MIL,driving,,,Middleton,K. Middleton,,,,,3.84,Missed,,,,,,,,,,,,,,,,,Crowder,203109,
363,429,PT04M00.00S,2021-07-15T02:45:10.2Z,3,REGULAR,block,,[],203109,,,1610612749,67,69,2021-07-15T02:45:14Z,4200000,,,0,,J. Crowder BLOCK (2 BLK),[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
364,430,PT04M00.00S,2021-07-15T02:45:10.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,67,69,2021-07-15T02:53:34Z,4210000,,,0,,TEAM defensive REBOUND,[],1610612756,PHX,,,,,,,,,,,,,,,,428,,,,,,,,,,,,,,
365,431,PT04M00.00S,2021-07-15T02:45:17.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,67,69,2021-07-15T02:54:21Z,4220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,432,PT03M54.00S,2021-07-15T02:45:22.5Z,3,REGULAR,turnover,out-of-bounds,[],1626166,,,1610612756,67,69,2021-07-15T02:45:39Z,4230000,,,0,,C. Payne step out-of-bounds TURNOVER (1 TO),[1626166],1610612756,PHX,step,,,Payne,C. Payne,,,,,,,,,,,,,,,1,,,,,,,,,,
367,433,PT03M39.00S,2021-07-15T02:45:45.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,31.09395532194481,29.235600490196077,1610612749,70,69,2021-07-15T02:45:49Z,4240000,104,240,1,left,P. Connaughton 26' 3PT  (3 PTS) (G. Antetokounmpo 6 AST),"[1626192, 203507]",1610612749,MIL,,,,Connaughton,P. Connaughton,,,,,26.13,Made,3,G. Antetokounmpo,203507,6,,,,,,,,,,,,,,,
368,435,PT03M25.00S,2021-07-15T02:46:02.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,91.27792378449409,47.61795343137255,1610612756,70,71,2021-07-15T02:46:07Z,4260000,-12,29,1,right,C. Payne driving Layup (6 PTS),[1626166],1610612756,PHX,driving,,,Payne,C. Payne,,,,,3.18,Made,6,,,,,,,,,,,,,,,,,,
369,436,PT03M25.00S,2021-07-15T02:46:05.6Z,3,REGULAR,foul,personal,['1freethrow'],1626192,,,1610612756,70,71,2021-07-15T02:46:12Z,4270000,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Payne 1 FT),"[1626192, 1626166]",1610612749,MIL,shooting,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,1148,1,0,Payne,1626166,,,
370,438,PT03M25.00S,2021-07-15T02:46:26.8Z,3,REGULAR,substitution,out,[],101108,,,1610612756,70,71,2021-07-15T02:46:32Z,4290000,,,0,,SUB out: C. Paul,[101108],1610612756,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
371,439,PT03M25.00S,2021-07-15T02:46:26.8Z,3,REGULAR,substitution,in,[],1626164,,,1610612756,70,71,2021-07-15T02:46:32Z,4300000,,,0,,SUB in: D. Booker,[1626164],1610612756,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
372,440,PT03M25.00S,2021-07-15T02:46:38.6Z,3,REGULAR,freethrow,1 of 1,[],1626166,,,1610612756,70,71,2021-07-15T02:46:40Z,4310000,,,0,,MISS C. Payne Free Throw 1 of 1,[1626166],1610612756,PHX,,,,Payne,C. Payne,,,,,,Missed,,,,,,,,,,,,,,,,,,,
373,441,PT03M25.00S,2021-07-15T02:46:38.6Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,70,71,2021-07-15T02:55:35Z,4320000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:6),[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,440,9,6,3,,,,,,,,,,,
374,442,PT03M11.00S,2021-07-15T02:46:52.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203507,13.222733245729303,46.63756127450981,1610612749,70,71,2021-07-15T02:56:10Z,4330000,17,72,1,left,MISS G. Antetokounmpo 7' Hook,[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,7.37,Missed,,,,,,,,,,,,,,,,,,,
375,443,PT03M10.00S,2021-07-15T02:46:53.2Z,3,REGULAR,rebound,defensive,[],203109,,,1610612756,70,71,2021-07-15T02:56:10Z,4340000,,,0,,J. Crowder REBOUND (Off:1 Def:5),[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,442,6,5,1,,,,,,,,,,,
376,444,PT02M55.00S,2021-07-15T02:47:06.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,81.15965834428384,36.34344362745098,1610612756,70,73,2021-07-15T02:47:11Z,4350000,-68,125,1,right,D. Booker 14' turnaround fadeaway Jump Shot (32 PTS),[1626164],1610612756,PHX,turnaround fadeaway,,,Booker,D. Booker,,,,,14.21,Made,32,,,,,,,,,,,,,,,,,,
377,445,PT02M37.00S,2021-07-15T02:47:26.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626166,,,1610612749,70,73,2021-07-15T02:51:22Z,4360000,,,0,,C. Payne shooting personal FOUL (2 PF) (Middleton 2 FT),"[1626166, 203114]",1610612756,PHX,shooting,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,2714,2,0,Middleton,203114,,,
378,447,PT02M37.00S,2021-07-15T02:47:48.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,70,73,2021-07-15T02:47:48Z,4380000,,,0,,PHX Timeout,[],1610612756,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,448,PT02M37.00S,2021-07-15T02:50:29.3Z,3,REGULAR,substitution,out,[],201952,,,1610612749,70,73,2021-07-15T02:50:52Z,4390000,,,0,,SUB out: J. Teague,[201952],1610612749,MIL,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
380,449,PT02M37.00S,2021-07-15T02:50:29.3Z,3,REGULAR,substitution,out,[],203507,,,1610612749,70,73,2021-07-15T02:50:52Z,4400000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
381,450,PT02M37.00S,2021-07-15T02:50:29.3Z,3,REGULAR,substitution,out,[],203109,,,1610612749,70,73,2021-07-15T02:50:52Z,4410000,,,0,,SUB out: J. Crowder,[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
382,451,PT02M37.00S,2021-07-15T02:50:29.3Z,3,REGULAR,substitution,in,[],201572,,,1610612749,70,73,2021-07-15T02:50:52Z,4420000,,,0,,SUB in: B. Lopez,[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
383,452,PT02M37.00S,2021-07-15T02:50:29.3Z,3,REGULAR,substitution,in,[],201950,,,1610612749,70,73,2021-07-15T02:50:52Z,4430000,,,0,,SUB in: J. Holiday,[201950],1610612749,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
384,453,PT02M37.00S,2021-07-15T02:50:29.3Z,3,REGULAR,substitution,in,[],1628470,,,1610612749,70,73,2021-07-15T02:50:52Z,4440000,,,0,,SUB in: T. Craig,[1628470],1610612756,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
385,454,PT02M37.00S,2021-07-15T02:51:23.8Z,3,REGULAR,freethrow,1 of 2,[],203114,,,1610612749,71,73,2021-07-15T02:51:42Z,4450000,,,0,,K. Middleton Free Throw 1 of 2 (23 PTS),[203114],1610612749,MIL,,,,Middleton,K. Middleton,,,,,,Made,23,,,,,,,,,,,,,,,,,,
386,455,PT02M37.00S,2021-07-15T02:51:23.8Z,3,REGULAR,freethrow,2 of 2,[],203114,,,1610612749,71,73,2021-07-15T02:51:42Z,4460000,,,0,,MISS K. Middleton Free Throw 2 of 2,[203114],1610612749,MIL,,,,Middleton,K. Middleton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
387,456,PT02M36.00S,2021-07-15T02:51:24.8Z,3,REGULAR,rebound,offensive,[],201572,,,1610612749,71,73,2021-07-15T02:57:25Z,4470000,,,0,,B. Lopez REBOUND (Off:1 Def:0),[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,455,1,0,1,,,,,,,,,,,
388,457,PT02M36.00S,2021-07-15T02:51:41.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201572,5.590000152587891,50,1610612749,73,73,2021-07-15T02:57:29Z,4480000,0,0,1,left,B. Lopez tip Layup (14 PTS),[201572],1610612749,MIL,tip,,,Lopez,B. Lopez,,,,,0,Made,14,,,,,,,,,,,,,,,,,,
389,458,PT02M09.00S,2021-07-15T02:52:01.9Z,3,REGULAR,2pt,Jump Shot,[],1626164,76.08409986859395,21.878829656862745,1610612756,73,75,2021-07-15T02:52:09Z,4490000,-141,172,1,right,D. Booker 22' step back Jump Shot (34 PTS),[1626164],1610612756,PHX,step back,,,Booker,D. Booker,,,,,22.24,Made,34,,,,,,,,,,,,,,,,,,
390,459,PT01M58.00S,2021-07-15T02:52:15.9Z,3,REGULAR,turnover,out-of-bounds,[],201950,,,1610612749,73,75,2021-07-15T02:52:23Z,4500000,,,0,,J. Holiday lost ball out-of-bounds TURNOVER (1 TO),[201950],1610612749,MIL,lost ball,,,Holiday,J. Holiday,,,,,,,,,,,,,,,1,,,2004,,,,,,,
